title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords
Maneater,Gary Yates,2007,United States,,18%,https://resizing.flixster.com/sPADcX1Tg_ir1TlPy4jsSBytlU4=/206x305/v1.bTsxMTU0NTY0MjtqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/maneater_2007,6.2,
Mega Snake,Tibor Tak&aacute;cs,2007,United States,,18%,https://resizing.flixster.com/G8b7JBU9kJUnL5_Za6ITUwWQsRQ=/206x305/v1.bTsxMTIyNDQzNDtqOzE3MzY0OzEyMDA7MTE5NzsxNTk2,https://rottentomatoes.com/m/mega_snake,3.5,
The Messengers,Danny Pang,2007,United States,12,44%,https://resizing.flixster.com/-V1xZDtHVvp52Loe9Jlt8MOX6-4=/206x305/v1.bTsxMTIxNjgyMztqOzE3MzY0OzEyMDA7MTQ3OTsxOTcy,https://rottentomatoes.com/m/the_messengers,,
The Mist,Frank Darabont,2007,United States,73,65%,https://resizing.flixster.com/DAXv7EQ8GWZYE2FR_kfXIq-rMVM=/206x305/v1.bTsxMTIxODUyMTtqOzE3MzY0OzEyMDA7MTgwMDsyNDAw,https://rottentomatoes.com/m/the_mist,7.2,monster::based on novel::gore
The Mother of Tears,Dario Argento,2007,Italy & United States,50,27%,https://resizing.flixster.com/hS-B9VNYNZIMhH5YqCV1i1CJ0lA=/206x305/v1.bTsxMTIxOTU3MjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/mother_of_tears_the_third_mother,5.1,demon::possession::monster::gore::ghost::witchcraft
Mrs. Amsworth,Frank Sciurba,2007,United States,,,,,4.6,
Muoi: The Legend of a Portrait,Kim Tae-kyeong,2007,South Korea & Vietnam,,56%,https://resizing.flixster.com/HFuFJ3Aow5XXsIgt2vj7bo_j5OE=/206x305/v1.bTsxMDgzODk2NjtqOzE3MzYwOzEyMDA7MzI5OzQ2OQ,https://rottentomatoes.com/m/muoi-meui,6.0,isolation::ghost
Mutation&nbsp;&ndash; Annihilation,Timo Rose,2007,Germany,,,,,,
My Name is Bruce,Bruce Campbell,2007,United States,40,48%,https://resizing.flixster.com/OreSQjJjZguWaLpUOLTpFjCp63Y=/206x305/v1.bTsxMTIxOTEwOTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1196557-my_name_is_bruce,6.3,demon::graveyard
Nature of the Beast,Rodman Flender,2007,United States,,36%,https://resizing.flixster.com/_MQkhrEm6hMGpC5DZY_Nf119vcU=/206x305/v1.bTsxMTIyODU0MTtqOzE3MzY0OzEyMDA7MTUzNjsyMTU0,https://rottentomatoes.com/m/nature_of_the_beast,,
Negative Happy Chainsaw Edge,Takuji Kitamura,2007,Japan,,,,,5.7,monster::based on novel
The Orphanage,Juan Antonio Bayona,2007,Spain & Mexico,87,86%,https://resizing.flixster.com/fWoOZ4T3-dfDOwDhL0atp2dPWo0=/206x305/v1.bTsxMTYyMjIzMDtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/the_orphanage,7.5,ghost::doll::haunted house
Ouija,Topel Lee,2007,Philippines,,41%,https://resizing.flixster.com/OJpezMOLzRpL8j7VOsERCPoC9GE=/206x305/v1.bTsxMjExODExMDtqOzE3Mjg1OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/ouija,,
P2,Franck Khalfoun,2007,United States,35,36%,https://resizing.flixster.com/AoXTWsCqAu7WZIQ7Bi34GFu5jP0=/206x305/v1.bTsxMTIyMDkxMDtqOzE3MzY0OzEyMDA7MTQ4NTsxOTgw,https://rottentomatoes.com/m/p2,5.9,slasher::gore::isolation
Paper Dolls,David Blair,2007,United States,,,,,,
Paranormal Activity,Oren Peli,2007,United States,,,,,6.3,found footage::demon::exorcism::haunting::haunted house
Parkway,Fereydoun Jeyrani,2007,Iran,,,,,,
Pop Skull,Adam Wingard,2007,United States,,,,,5.5,
The Poughkeepsie Tapes,John Erick Dowdle,2007,United Kingdom,,,,,6.1,found footage::slasher::home invasion::graveyard::gore
Premonition,Mennan Yapo,2007,United States,8,50%,https://resizing.flixster.com/Y1cpbvKHVut6vvizH-oOfzQFVaU=/206x305/v1.bTsxMTIxNTc3MDtqOzE3MzY0OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/premonition,5.9,
Prey,Darrell James Roodt,2007,United States & South Africa,,0%,https://resizing.flixster.com/xiwBpzs36GCqAOSyKJcy74C-zEA=/206x305/v1.bTsxMjEyMjIxNTtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/prey-for-the-beast,,
Prey for the Beast,Brett Kelly,2007,Canada,,0%,https://resizing.flixster.com/xiwBpzs36GCqAOSyKJcy74C-zEA=/206x305/v1.bTsxMjEyMjIxNTtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/prey_for_the_beast,2.4,monster
Primeval,Michael Katleman,2007,United States,19,32%,https://resizing.flixster.com/Vu6ykDhiSWh_6YLIFedNGKdfAAg=/206x305/v1.bTsxMTIxNjkxNztqOzE3MzY0OzEyMDA7OTk2OzEzMjg,https://rottentomatoes.com/m/primeval,7.3,monster
Pumpkinhead: Blood Feud,Michael Hurst,2007,United Kingdom & United States,,21%,https://resizing.flixster.com/UfjyXJmcGiaXNEjmTqII39kAsMU=/206x305/v1.bTsxMTIyMTYxMDtqOzE3MzY0OzEyMDA7MTE0NjsxNTI4,https://rottentomatoes.com/m/pumpkinhead_4_blood_feud,4.8,monster::ghost::demon
Putevoy obkhodchik,Igor Shavlak,2007,Russia,,,,,4.3,
The Rage,Robert Kurtzman,2007,United States,,18%,https://resizing.flixster.com/ofEGPVJ9bhn8Xx_IW6CmPsHwe_M=/206x305/v1.bTsxMTMwMzY5MDtqOzE3MzY1OzEyMDA7ODAwOzEwNjc,https://rottentomatoes.com/m/10009155-rage,,
The Raven,David DeCoteau,2007,Canada & United States,,41%,https://resizing.flixster.com/hhKSAvCWuH_xiVPJGDRC12CXb84=/206x305/v1.bTsxMTU2MzA1NztqOzE3MzY4OzEyMDA7NzY0OzEwNzg,https://rottentomatoes.com/m/the_raven,,
Razortooth,Patricia Harrington,2007,United States,,,,,4.0,
The Reaping,Stephen Hopkins,2007,United States,8,49%,https://resizing.flixster.com/C4MDN3Te5BYnRY0_hV5EmsEDdsM=/206x305/v1.bTsxMTIxNTkwNztqOzE3MzY0OzEyMDA7MjczMDszNjQw,https://rottentomatoes.com/m/the_reaping,5.7,graveyard
REC,Jaume Balaguer&oacute;,2007,Spain,90,81%,https://resizing.flixster.com/prAJnpa_ME45xzrohtXTZi6u5rI=/206x305/v1.bTsxMTU0NDEyMjtqOzE3MzY4OzEyMDA7NTU4Ozc0NA,https://rottentomatoes.com/m/rec,7.5,found footage::infection::zombie::gore::isolation
The Redsin Tower,Fred Vogel,2007,United States,,,,,,
Resident Evil: Extinction,Russell Mulcahy,2007,United States,22,58%,https://resizing.flixster.com/-vFlcWWoyia_H8ZZD-Jmo1uq0As=/206x305/v1.bTsxMTE2OTg4MTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/resident_evil_extinction,6.3,zombie::monster::gore
Return to House on Haunted Hill,Victor Garcia,2007,United States,33,20%,https://resizing.flixster.com/38HTLJhF7Af7eT2bsgN6nVdqS8w=/206x305/v1.bTsxMTIyMTIyMjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/return_to_house_on_haunted_hill,4.6,ghost::monster::gore
Revamped,Jeff Rector,2007,United States,,14%,https://resizing.flixster.com/Ctw9yDBLFq3GNC6H5Mlc-toQ7Tg=/206x305/v1.bTsxMTMwMzM5MTtqOzE3MzY1OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/revamped,3.0,vampire
Rise: Blood Hunter,Sebastian Gutierrez,2007,United States,33,20%,https://resizing.flixster.com/ObPTKWXNzGhcd_LlXaGqvAz2fRs=/206x305/v1.bTsxMTIxODYyOTtqOzE3MzY0OzEyMDA7MjAzNzsyNzE2,https://rottentomatoes.com/m/rise_blood_hunter,4.9,vampire
Rogue,Greg McLean,2007,Australia & United States,,,,,,
Saw IV,Darren Lynn Bousman,2007,United States,17,62%,https://resizing.flixster.com/RJ3c9cjYRmQbGAh5j_Iy7qxQUSA=/206x305/v1.bTsxMTIxMzgzMjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/saw_4,5.9,hotel::gore
The Seamstress,Jesse James Miller,2007,United States,,,,,,
Secrets of the Clown,Ryan Badalamenti,2007,United States,,31%,https://resizing.flixster.com/EUNL6DaGP1O6HmTaCINuqCptnis=/206x305/v1.bTsxMjI1Nzc1MTtqOzE3Mjg2OzEyMDA7MTUyMDsyMTU3,https://rottentomatoes.com/m/secrets_of_the_clown,2.5,clown
Seed,Uwe Boll,2007,Canada,,22%,https://resizing.flixster.com/_rolopJ5siuKvajrWqW32hkH7_Q=/206x305/v1.bTsxMTIyMDc1ODtqOzE3MzY0OzEyMDA7MTU4MTsyMTM4,https://rottentomatoes.com/m/10010327-seed,,
Senki,Milcho Manchevski,2007,Bulgaria & Germany & Italy & Republic of Macedonia & Spain,60,58%,https://resizing.flixster.com/tTS178E0N-bFPqPcIYZIEf-Shqk=/206x305/v1.bTsxMTIyMzE1MztqOzE3MzY0OzEyMDA7MTY1NzsxMjQz,https://rottentomatoes.com/m/1206670-shadows,,
Shadow Puppets,Michael Winnick,2007,United States,,22%,https://resizing.flixster.com/2IuAah9r3Obc9XdUyMtLGL_VYNY=/206x305/v1.bTsxMTIxODU0NztqOzE3MzY0OzEyMDA7MTk5ODsyNjY0,https://rottentomatoes.com/m/shadow_puppets,4.9,
The Shadow Within,Silvana Zancolo,2007,Italy,,,,,,
Shrooms,Paddy Breathnach,2007,Republic of Ireland & Denmark & United Kingdom,,,,,4.7,
Sick Girl,Eben McGarr,2007,United States,,23%,https://resizing.flixster.com/p_tOwQEsYcbCMTrlnLkzNrcI5ow=/206x305/v1.bTsxMjI1Nzc4NDtqOzE3Mjg2OzEyMDA7MTUzMDsyMTg4,https://rottentomatoes.com/m/sick_girl,4.6,
Sick Nurses,"Piraphan Laoyont, Thodsapol Siriwiwat",2007,Thailand,,44%,https://resizing.flixster.com/mKD14eZxCYZj_PVpLawJ7fI8VVc=/206x305/v1.bTsxMjExMTUzMjtqOzE3Mjg1OzEyMDA7MjIyOzMyMg,https://rottentomatoes.com/m/sick-nurses-suay-laak-sai,5.2,gore::ghost
Sigma Die!,Michael Hoffman Jr.,2007,United States,,,https://resizing.flixster.com/TVL-Uaz0NdrNsh83PGw5LvMpdoU=/206x305/v1.bTsxMTIyNjkxMztqOzE3MzY0OzEyMDA7MTUxNTsyMTc4,https://rottentomatoes.com/m/sigma_die,3.7,
The Signal,"Jacob Gentry, David Bruckner, Dan Bush",2007,United States,40,67%,https://resizing.flixster.com/K-MqSRQ_ImsA0Fp_P6a7lSX3VkQ=/206x305/v1.bTsxMTI5OTk3MjtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/flash_point,,
Skin Crawl,Justin Wingenfeld,2007,United States,,25%,https://resizing.flixster.com/WzPS-RezyL6gpt8VH73pQoL-PdQ=/206x305/v1.bTsxMTIxOTE0OTtqOzE3MzY0OzEyMDA7MTUwNDsyMTIw,https://rottentomatoes.com/m/skin_crawl,3.5,witchcraft
Skinwalkers,James Isaac,2007,United States,13,25%,https://resizing.flixster.com/XWZyRjChk1rD5hx2P0mEEiTwZ0A=/206x305/v1.bTsxMTIxNzc1NDtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/skinwalkers,,
Skull &amp; Bones,T.S. Slaughter,2007,United States,,,,,,
Slasher,Frank W. Montag,2007,Germany,,,https://resizing.flixster.com/O9fhwpDjSMflWM2dTxia69tY_9g=/206x305/v1.bTsxMTU2MzE2NDtqOzE3MzY4OzEyMDA7NTU5OzgwMA,https://rottentomatoes.com/m/slasher_2007,,
Socket,Sean Abley,2007,United States,,20%,https://resizing.flixster.com/wGG_zGiBVGW4AWPW4J8Y3Xv8qjo=/206x305/v1.bTsxMTIxOTUxMjtqOzE3MzY0OzEyMDA7MTQ4MDsyMTIx,https://rottentomatoes.com/m/socket,4.1,
Solstice,Daniel Myrick,2007,United States,,29%,https://resizing.flixster.com/Vc2YMmXvNIjStqNybWiCkZOka0g=/206x305/v1.bTsxMTI5ODU3NztqOzE3MzY1OzEyMDA7MTUxNTsyMDIw,https://rottentomatoes.com/m/1187816-1187816-solstice,,
Somebody Help Me,Christopher B. Stokes,2007,United States,,62%,https://resizing.flixster.com/HQ7PHlzlSuSZcdNaxFmpKp-Mk7I=/206x305/v1.bTsxMTIyMjM1NjtqOzE3MzY0OzEyMDA7MTUxNjsyMTY4,https://rottentomatoes.com/m/somebody_help_me,4.3,
Something Beneath,David Winning,2007,Canada,,7%,https://resizing.flixster.com/PPdob72ZwUPTLWHgBfhl1Bniu0g=/206x305/v1.bTsxMTIxODM2NjtqOzE3MzY0OzEyMDA7MTUxODsyMDI0,https://rottentomatoes.com/m/something_beneath,3.6,
Species&nbsp;&ndash; The Awakening,Nick Lyon,2007,United States,,,,,,
Splatter Disco,Richard Griffin,2007,United States,,50%,https://resizing.flixster.com/t0gc0kNQJeLAxGEERrHm8iwmLkM=/206x305/v1.bTsxMTIzNjAzODtqOzE3MzY1OzEyMDA7MTUyNjsyMTgy,https://rottentomatoes.com/m/splatter_disco,4.9,slasher
Stir of Echoes: The Homecoming,Ernie Barbarash,2007,United States,,20%,https://resizing.flixster.com/ThDumf1VHsajcOG0Sh1-AhPHt5A=/206x305/v1.bTsxMTM4MTYwMjtqOzE3MzY2OzEyMDA7MTUxODsyMDI0,https://rottentomatoes.com/m/stir_of_echoes_the_homecoming,4.8,ghost
Sublime,Tony Krantz,2007,United States,33,37%,https://resizing.flixster.com/kYI5V4BkKGtnhI5aZT6gF7t4Zss=/206x305/v1.bTsxMTIxNzk3MztqOzE3MzY0OzEyMDA7MjA5NDsyNzky,https://rottentomatoes.com/m/sublime,,
Densen Uta,Masato Harada,2007,Japan,,,,,5.2,
Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2007,United States,86,81%,https://resizing.flixster.com/p8eeXmz2I4V7Ch2yv8V82gQ7VLk=/206x305/v1.bTsxMTEyNTI3NztqOzE3MzYzOzEyMDA7MTAxMzsxNTAw,https://rottentomatoes.com/m/sweeney_todd_the_demon_barber_of_fleet_street_2007,7.4,
Sympathy,Andrew Moorman,2007,United States,,67%,https://resizing.flixster.com/6BCXMkjxCUZh3bYQ37vTKsetNDA=/206x305/v1.bTsxMTI0NTM5NTtqOzE3MzY1OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/sympathy,,
The Tattooist,Peter Burger,2007,New Zealand,,37%,https://resizing.flixster.com/JLWFkq5kbOgtOOajxvKZiKbYUgc=/206x305/v1.bTs5ODUzNjg0O2o7MTczNDk7MTIwMDs1MjA7NzQz,https://rottentomatoes.com/m/tattooist,5.1,
Teeth,Mitchell Lichtenstein,2007,United States,79,45%,https://resizing.flixster.com/BgOAvaDzepi7JafZaiVz8ab2Log=/206x305/v1.bTsxMTIxNzA3OTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/teeth,5.4,gore
Terror Toons 2: The Sick and Silly Show,Joe Castro,2007,United States,,,,,3.7,
They Wait,Ernie Barbarash,2007,Canada,,,,,5.4,ghost::gore
Timber Falls,Tony Giglio,2007,United States,38,29%,https://resizing.flixster.com/qe_r8XjFFO0rbwu3bYeq3cBYw8s=/206x305/v1.bTsxMTIyMjc3NTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/timber_falls,5.3,gore
Tooth And Nail,Mark Young,2007,United States,33,22%,https://resizing.flixster.com/2XknUxLBDto6vV0-Ydhyaxmu_Bs=/206x305/v1.bTsxMTIyMjA0MztqOzE3MzY0OzEyMDA7MjMwNDsxNzI4,https://rottentomatoes.com/m/tooth_and_nail,4.9,isolation
Torment,Steve Sessions,2007,United States,,,,,,
Trackman,Igor Shavlak,2007,Russia,,,,,4.3,
Trick 'r Treat,Michael Dougherty,2007,United States,82,71%,https://resizing.flixster.com/OYPcD28LHjbPd6qlFes-_zcbOaI=/206x305/v1.bTsxMTI5NzgwODtqOzE3MzY1OzEyMDA7MjIzNTsyOTgw,https://rottentomatoes.com/m/trick_r_treat,6.8,monster::zombie::werewolf::gore::vampire
Undead or Alive,Glasgow Phillips,2007,United States,,30%,https://resizing.flixster.com/rbQy2bZRVMnL3Ve2WiJ8OD3iewA=/206x305/v1.bTsxMTMwMjQ0NjtqOzE3MzY1OzEyMDA7MTUyNzsyMDM2,https://rottentomatoes.com/m/undead_or_alive,5.3,zombie
Underbelly,Matt A. Cade,2007,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/underbelly,,
Unearthed,Matthew Leutwyler,2007,United States,,9%,https://resizing.flixster.com/ogBUjqb6HocZNGVLTQCPpTOU-lU=/206x305/v1.bTsxMTYyMjY5MjtqOzE3MzY5OzEyMDA7NjY5Ozg5Mg,https://rottentomatoes.com/m/10008508-unearthed,4.0,alien::gore
Unholy,Daryl Goldberg,2007,United States,,13%,https://resizing.flixster.com/nd5BIscxuEgGU-RAl-Ax0ck_sks=/206x305/v1.bTsxMTMwMDY0NDtqOzE3MzY1OzEyMDA7MTUxNDsyMTM4,https://rottentomatoes.com/m/unholy_2007,,
The Unseeable,Wisit Sasanatieng,2007,Thailand,,,,,,
Vacancy,Nimr&oacute;d Antal,2007,United States,56,42%,https://resizing.flixster.com/hOdO9w83nd-F_cueA50wdxpp0xg=/206x305/v1.bTsxMTk0MzA3NztqOzE3MjgzOzEyMDA7NTY1NTs3NTQw,https://rottentomatoes.com/m/vacancy,6.2,slasher
Voices,Ki-hwan,2007,South Korea,,,,,,
"War of the Living Dead 2&nbsp;&ndash; Girls, Zombies and Rock'n'Roll!",Mark E. Poole,2007,United States,,,,,,
Werewolf: The Devil's Hound,"Gregory C. Parker, Christian Pindar",2007,United States,,29%,https://resizing.flixster.com/x9rKgA91SrK3u8zyB3ITpe-Vkjg=/206x305/v1.bTsxMTMxMDIwMTtqOzE3MzY1OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/werewolf-the-devils-hound2007,2.8,werewolf::alien::gore
When Night Falls,Alex Galvin,2007,United States,,,,,6.0,
Whisper,Stewart Hendler,2007,Canada & United States,,42%,https://resizing.flixster.com/N0nWC3IHyGQgQ9rul5NO_RzKB_c=/206x305/v1.bTsxMTM3ODk1NjtqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/whisper,,
White Noise: The Light,Patrick Lussier,2007,United States & Canada,,,,,5.7,ghost::devil
Wind Chill,Greg Jacobs,2007,United Kingdom & United States,48,31%,https://resizing.flixster.com/C8wWgFZwI1eFc6ecrC_O-knhewo=/206x305/v1.bTsxMTIxODEwNjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/wind_chill,5.9,ghost::isolation
The Wizard of Gore,Jeremy Kasten,2007,United States,,27%,https://resizing.flixster.com/X0Q-RcO0mG2ALLu_3ZJHF2Qsrd4=/206x305/v1.bTsxMTIzNDQzMTtqOzE3MzY1OzEyMDA7MTUyMTsyMTU2,https://rottentomatoes.com/m/wizard_of_gore_2007,5.0,gore
The Woods Have Eyes,Anthony Indelicato,2007,United States,,10%,https://resizing.flixster.com/eQ5_R58a8vOPvH3_F718jYTff0o=/206x305/v1.bTsxMTIyMjEyMjtqOzE3MzY0OzEyMDA7MTUzNTsyMTQy,https://rottentomatoes.com/m/the_woods_have_eyes,3.8,
Wrong Turn 2: Dead End,Joe Lynch,2007,United States,78,44%,https://resizing.flixster.com/OUnf2XGjN6JxxauoKm_pSvNbf3s=/206x305/v1.bTsxMTE3Njc3NjtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/wrong_turn_2,5.5,gore
X-Cross,Kenta Fukasaku,2007,Japan,,43%,https://resizing.flixster.com/7AhG4VtLZaaRjDvjhFDNZnq-RzM=/206x305/v1.bTsxMDkxNzgwNztqOzE3MzYxOzEyMDA7MTIwOzE2MA,https://rottentomatoes.com/m/xcross,,
Zibahkhana,Omar Ali Khan,2007,Pakistan,100,45%,https://resizing.flixster.com/5MGw10C1AOTxLip_pnFsIPZkeMg=/206x305/v1.bTsxMDgzODk0MTtqOzE3MzYwOzEyMDA7OTU7MTQw,https://rottentomatoes.com/m/zibahkhana,5.7,zombie::gore::doll
4bia,Banjong Pisanthanakun,2008,Thailand,,65%,https://resizing.flixster.com/kOy6Ya5zdG3lF35lVxx4DYAPgbk=/206x305/v1.bTsxMDg1MjUyMjtqOzE3MzYwOzEyMDA7MjAwOzI4Ng,https://rottentomatoes.com/m/4bia-phobia,6.8,ghost
The 13th Alley,Bobb Hopkins,2008,United States,,,https://resizing.flixster.com/NbbCfJACcJgW1GwzZimLkcKBwzY=/206x305/v1.bTsxMTE5NjM4MjtqOzE3MzY0OzEyMDA7NjAwOzg2Ng,https://rottentomatoes.com/m/the_13th_alley_2008,6.2,
100 Feet,Eric Red,2008,United States,,30%,https://resizing.flixster.com/1vxGHUx4sOYV91AbqqtHl69P-to=/206x305/v1.bTsxMTIyNDgyODtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/100_feet,5.5,ghost
Able,Marc Robert,2008,Germany & United States,40,27%,https://resizing.flixster.com/s3xlI77b-foUbnb6BYuFJoXYWyQ=/206x305/v1.bTsxMjM1ODgxMztqOzE3Mjg4OzEyMDA7MjAwOzMwMA,https://rottentomatoes.com/m/able_danger,,
Accuracy of Death,Masaya Kakei,2008,Japan,,,,,7.1,
Acolytes,Jon Hewitt,2008,Australia,75,42%,https://resizing.flixster.com/4rlgoV5-cIUvvCIoBErcXVO1q78=/206x305/v1.bTsxMjM2MDgxMDtwOzE3Mjg4OzEyMDA7MTE3OTsxNTcy,https://rottentomatoes.com/m/acolytes_2008,5.6,
Alien Raiders,Ben Rock,2008,United States,100,34%,https://resizing.flixster.com/gsIBifD4B-HkFXewlBRAOMobNj8=/206x305/v1.bTsxMTIzNTE3NjtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/alien_raiders,5.6,alien::gore
The Alphabet Killer,Rob Schmidt,2008,United States,14,23%,https://resizing.flixster.com/z6y-mlcJw4R3BUDEMrcNXWSiGlU=/206x305/v1.bTsxMTIxMDg3MTtqOzE3MzY0OzEyMDA7MTUzMDsyMDQw,https://rottentomatoes.com/m/alphabet_killer,5.3,
Amateur Porn Star Killer 2,Shane Ryan,2008,United States,,19%,https://resizing.flixster.com/KBaKMCUnhdR4OCISBhW0bIub8Yc=/206x305/v1.bTsxMTU1MDEwMztqOzE3MzY4OzEyMDA7NzU2OzEwNzM,https://rottentomatoes.com/m/amateur_porn_star_killer_2,4.4,
Amusement,John Simpson,2008,United States,,27%,https://resizing.flixster.com/tnkfOl-LUfTzPCbpzSSJ_m33grc=/206x305/v1.bTsxMTM4MjYxOTtqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/amusement,5.2,clown::gore
Anaconda 3: Offspring,Don E. Faunt LeRoy,2008,United States,,,,,2.7,snake::monster
Animals,Douglas Aarniokoski,2008,United States,,20%,https://resizing.flixster.com/X1pUb882XornNIK4TMND68MYV3w=/206x305/v1.bTsxMTA2OTQ4MjtqOzE3MzYzOzEyMDA7MTQ0OzIxMA,https://rottentomatoes.com/m/animals_2008,,
April Fool's Day,Mitchell Altieri,2008,United States,,17%,https://resizing.flixster.com/8Zw68voFlVjP0I5wvSW-TSFG_vI=/206x305/v1.bTsxMTIyNDY4NDtqOzE3MzY0OzEyMDA7MTgwMDsyNDAw,https://rottentomatoes.com/m/1194078-april_fools_day,,
Asylum,David R. Ellis,2008,United States,,,,,,
At the House of Madness,Steve Sessions,2008,United States,,,,,4.0,
Attitude for Destruction,Ford Austin,2008,United States,,,https://resizing.flixster.com/QYeNdMP6nUTnKn7N9ot8azdm0zk=/206x305/v1.bTsxMTU1ODcwNztqOzE3MzY4OzEyMDA7NjAwOzgwMA,https://rottentomatoes.com/m/attitude_for_destruction,4.1,gore::slasher
Autopsy,Adam Gierasch,2008,United States,,17%,https://resizing.flixster.com/7uftTdMxExLT88o6fL1B39dD_mU=/206x305/v1.bTsxMjE4MzIwMjtqOzE3Mjg2OzEyMDA7MTQ0OzIwNA,https://rottentomatoes.com/m/autopsy-2008,,
Ba'al,Paul Ziller,2008,United States,,10%,https://resizing.flixster.com/oYQbeI7P-2rCE9KcQDXBo6kOkjA=/206x305/v1.bTsxMTU1NjA5NDtqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/baal_the_storm_god,,
Baby Blues,Amar Kaleka,2008,United States,,65%,https://resizing.flixster.com/P51u8nhd5QyfwiwAuE0jvYWPoPU=/206x305/v1.bTsxMjExMjg0MztqOzE3Mjg1OzEyMDA7OTE7MTQw,https://rottentomatoes.com/m/10009512-baby_blues,,
Babysitter Wanted,Michael Manasseri,2008,United States,,24%,https://resizing.flixster.com/9cmsJlUIjNFWG2FpHgVqrBEqi6o=/206x305/v1.bTsxMTIyNDk0NDtqOzE3MzY0OzEyMDA7MTUyNDsyMDMy,https://rottentomatoes.com/m/babysitter_wanted,5.5,gore
Backwoods,Marty Weiss,2008,United States,,18%,https://resizing.flixster.com/_RK8VuCsuNdgSy1emlUZnA2w9tc=/206x305/v1.bTsxMTIxNzY3NztqOzE3MzY0OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/backwoods,,
Bad Biology,Frank Henenlotter,2008,United States,,25%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/bad_biology,4.7,
Banshee!!!,Colin Theys,2008,United States,,,,,,
Beast,Timo Rose,2008,Germany,,,,,,
Because There Are Things We Never Forget,Lucas M. Figueroa,2008,Argentina,,,,,,
Bedfellows,Drew Daywalt,2008,United States,,,,,,
Beyond the Dunwich Horror,Richard Griffin,2008,United States,,,,,5.1,
Beyond Loch Ness,Paul Ziller,2008,Canada,,12%,https://resizing.flixster.com/q1HPLMbPqZTO42QjV1hdrxINQ4Q=/206x305/v1.bTsxMjExNDgwNztqOzE3Mjg1OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/beyond_loch_ness,4.1,
Beyond the Rave,Matthias Hoene,2008,United Kingdom,,0%,https://resizing.flixster.com/aObgNs__7xdAjvVDBIIuuPXGQXM=/206x305/v1.bTsxMjEyNTAyODtqOzE3Mjg1OzEyMDA7MzAwOzMwMA,https://rottentomatoes.com/m/beyond_the_rave,5.1,vampire
Die Bienen&nbsp;&ndash; T&ouml;dliche Bedrohung,Michael Karen,2008,Germany,,,,,,
Bikini Bloodbath Car Wash,Thomas Edward Seymour,2008,United States,,,,,3.9,zombie
Bitten,Harvey Glazer,2008,United States,,27%,https://resizing.flixster.com/temYZ3ocpYLPik9RJDYxsm7HV5I=/206x305/v1.bTsxMTIzNDcwNztqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/bitten,,
