id,title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords,image
1910,Tsui Hark's Vampire Hunters,Wellson Chin,2002,Hong Kong & Japan & Netherlands,29,18,https://resizing.flixster.com/BuO1dzehjaIFNIDZ3EW247zBhCg=/206x305/v1.bTsxMjEwOTYyNDtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/tsui_harks_vampire_hunters,,,/content/images/tsui_harks_vampire_hunters2002.png
1911,Wishcraft,"Danny Graves, Richard Wenk",2002,United States,,27,https://resizing.flixster.com/kmSZJ1X1iDSuiel9i1UpHVEH13I=/206x305/v1.bTsxMTIxNjM3MTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/wishcraft,5.1,slasher,/content/images/wishcraft2002.png
1912,Wishmaster: The Prophecy Fulfilled,Chris Angel,2002,United States,20,22,https://resizing.flixster.com/nHIxz4K973XQ8K_YGSpT2GMNPm8=/206x305/v1.bTsxMTYxNTA3NztqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/wishmaster_the_prophecy_fulfilled,4.0,,/content/images/wishmaster_the_prophecy_fulfilled2002.png
1913,Witchcraft XII: In the Lair of the Serpent,Brad Sykes,2002,United States,,0,https://resizing.flixster.com/Wj_L0_Ug7FI7GjWRQXL0O3rj7fw=/206x305/v1.bTsxMTU1MTY2OTtqOzE3MzY4OzEyMDA7NTAwOzc1MA,https://rottentomatoes.com/m/witchcraft_xii_in_the_lair_of_the_serpent,3.2,,/content/images/witchcraft_xii_in_the_lair_of_the_serpent2002.png
1914,Wolfhound,Donovan Kelly,2002,United States,,32,https://resizing.flixster.com/ZOs9OfFsFdIVyqm7KiOdzh9Ca1A=/206x305/v1.bTsxMTIxMzU1OTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1114992-wolfhound,3.6,werewolf,/content/images/wolfhound2002.png
1915,Wolves of Wall Street,David DeCoteau,2002,United States,,28,https://resizing.flixster.com/uQdlNYCRWcQl7oskB9NUDTmjJxk=/206x305/v1.bTsxMTU0NzA2MDtqOzE3MzY4OzEyMDA7NjAwOzgwMA,https://rottentomatoes.com/m/wolves_of_wall_street,2.5,,/content/images/wolves_of_wall_street2002.png
1916,Acacia,Park Ki-Yong,2003,South Korea,,45,https://resizing.flixster.com/x9U8ABXFB9mTdLu4nBlW-7XSNOg=/206x305/v1.bTsxMjE2Njk3NDtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/acacia,,,/content/images/acacia2003.png
1917,Battlefield Baseball,Yudai Yamaguchi,2003,Japan,78,60,https://resizing.flixster.com/Yi9o82YDDVtv4vMZmvaQcRMiLIk=/206x305/v1.bTsxMjE4OTAzMTtqOzE3Mjg2OzEyMDA7OTY7MTQw,https://rottentomatoes.com/m/battlefield_baseball,5.8,gore::zombie,/content/images/battlefield_baseball2003.png
1918,Before I Die,Joel D. Wynkoop,2003,United States,,,https://resizing.flixster.com/RxewJya84VIeK-1TPrDVgSLUel0=/206x305/v1.bTsxMjE3NDkxNjtqOzE3Mjg1OzEyMDA7MTQ0OzIwMw,https://rottentomatoes.com/m/before_i_die,,,/content/images/before_i_die2003.png
1919,Beyond Re-Animator,Brian Yuzna,2003,Spain & United States,45,39,https://resizing.flixster.com/oELCjgHtQeq_QTfqNQdm2FK4zHY=/206x305/v1.bTsxMTM3MjYwMztqOzE3MzY2OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/beyond_reanimator,5.9,gore::zombie,/content/images/beyond_reanimator2003.png
1920,Blood Sisters,Joe Castro,2003,United States,,,,,,,/content/images/blood_sisters2003.png
1921,The Bone Snatcher,Jason Wulfsohn,2003,United States & South Africa,0,17,https://resizing.flixster.com/uy0ON9Pg1U5Cey5uuTWQYtbMc5o=/206x305/v1.bTsxMTI5MjIxNjtqOzE3MzY1OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/bone_snatcher,4.3,,/content/images/the_bone_snatcher2003.png
1922,The Bonesetter,Brett Kelly,2003,Canada,,,,,2.4,,/content/images/the_bonesetter2003.png
1923,China White Serpentine,"Eric Stanze, Robin Garrels",2003,United States,,,https://resizing.flixster.com/9Pxsk9Sl96tyR4wD3i0iKomS5_M=/206x305/v1.bTsxMjI1NDg1MztqOzE3Mjg2OzEyMDA7MTUzODsyMTMy,https://rottentomatoes.com/m/china_white_serpentine,4.7,,/content/images/china_white_serpentine2003.png
1924,Creepies,Jeff Leroy,2003,United States,,38,https://resizing.flixster.com/dSQNIME14JEoaUbNxKfR1Mi7n8U=/206x305/v1.bTsxMTYyMzY4MztqOzE3MzY5OzEyMDA7NjY2Ozg2MQ,https://rottentomatoes.com/m/creepies_2003,,,/content/images/creepies2003.png
1925,Darkness Falls,Jonathan Liebesman,2003,United States,9,34,https://resizing.flixster.com/zmzu7fA7RXt346mV4dyUpoNSz14=/206x305/v1.bTsxMTIwNzg1MjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/darkness_falls,4.9,ghost,/content/images/darkness_falls2003.png
1926,Dead End,Jean-Baptiste Andrea,2003,France & United States,75,60,https://resizing.flixster.com/rbzF4N1fdd7oGl2riF4Fy0-TQYE=/206x305/v1.bTsxMTI5NTA5MztqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/10003925-dead_end,,,/content/images/dead_end2003.png
1927,Decoys,Matthew Hastings,2003,Canada,,,,,,,/content/images/decoys2003.png
1928,Dreamcatcher,Lawrence Kasdan,2003,United States,30,35,https://resizing.flixster.com/hjilIc2OCjUnSgWl83E5zQCSaNY=/206x305/v1.bTsxMTI5MTMyODtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/dreamcatcher,5.5,based on novel::alien::infection::monster::possession::gore,/content/images/dreamcatcher2003.png
1929,Final Destination 2,David R. Ellis,2003,United States,48,58,https://resizing.flixster.com/ieNlKQ8JEC3jxvaYCH30YHZmHG4=/206x305/v1.bTsxMTM3MjQ1ODtqOzE3MzY2OzEyMDA7MjI1MDszMDAw,https://rottentomatoes.com/m/final_destination_2,6.2,gore,/content/images/final_destination_22003.png
1930,Flesh for the Beast,Terry M. West,2003,United States,50,29,https://resizing.flixster.com/IJgq84oujXXo13Q3oyyAwoYuo4U=/206x305/v1.bTsxMTIxODM3MztqOzE3MzY0OzEyMDA7MTUzMDsyMTQw,https://rottentomatoes.com/m/flesh_for_the_beast,3.2,zombie::haunted house::gore::ghost,/content/images/flesh_for_the_beast2003.png
1931,Freddy vs. Jason,Ronny Yu,2003,United States,41,50,https://resizing.flixster.com/GdU8IK0ie421wr0k9XR4E-DkKlY=/206x305/v1.bTsxMTE3MjYwNjtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/freddy_vs_jason,5.8,slasher::demon::zombie::ghost::gore,/content/images/freddy_vs_jason2003.png
1932,GoreGoyles: First Cut,,2003,Canada,,,,,4.2,zombie::satanism::gore,/content/images/goregoyles_first_cut2003.png
1933,Gozu,Takashi Miike,2003,Japan,71,81,https://resizing.flixster.com/nyN4x6ywIRP6I4XH7vWKQ2Pynnk=/206x305/v1.bTsxMTYxODE2MztqOzE3MzY5OzEyMDA7Nzg2OzEwNDg,https://rottentomatoes.com/m/gozu,7.1,hotel::demon,/content/images/gozu2003.png
1934,Haute Tension,Alexandre Aja,2003,France,,,,,6.8,slasher::doll::home invasion::gore,/content/images/haute_tension2003.png
1935,House of the Dead,Uwe Boll,2003,United States & Germany & Canada,3,9,https://resizing.flixster.com/PHaJVELDQU-67xem8HNy8hNUiuQ=/206x305/v1.bTsxMTI5MTM4NjtqOzE3MzY1OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/1126175-house_of_the_dead,2.0,monster::graveyard::gore::zombie,/content/images/house_of_the_dead2003.png
1936,Into the Mirror,Kim Sung-ho,2003,South Korea,,55,https://resizing.flixster.com/7BtAaeD2UytfB_hT-rqVzEefOp4=/206x305/v1.bTszMjM2ODAxO2o7MTczNjI7MTIwMDszMDE7MzU5,https://rottentomatoes.com/m/into_the_mirror,,,/content/images/into_the_mirror2003.png
1937,Jeepers Creepers II,Victor Salva,2003,United States,23,37,https://resizing.flixster.com/v9OWQyl4Y0LKSouh0Fudyx7dcDU=/206x305/v1.bTsxMTI5MTAwMjtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/jeepers_creepers_2,5.6,gore::demon,/content/images/jeepers_creepers_ii2003.png
1938,Ju-on: The Grudge 2,Takashi Shimizu,2003,Japan,57,68,https://resizing.flixster.com/_XSnKSz736DvRaDG72x8iSuiF6Y=/206x305/v1.bTszMDE5MjY0O2o7MTczNTk7MTIwMDs0MDA7NTcw,https://rottentomatoes.com/m/juon_the_grudge_2,,,/content/images/juon_the_grudge_22003.png
1939,The Last Horror Movie,Julian Richards,2003,United Kingdom,,,,,5.6,found footage,/content/images/the_last_horror_movie2003.png
1940,Leeches!,David DeCoteau,2003,United States,,18,https://resizing.flixster.com/3yxMXLSRAhOA5_zd9j6-VNlJwR0=/206x305/v1.bTsxMTMwNjY5MjtqOzE3MzY1OzEyMDA7MTQ5NzsxOTk2,https://rottentomatoes.com/m/leeches,2.6,monster,/content/images/leeches2003.png
1941,Leprechaun: Back 2 tha Hood,Steven Ayromlooi,2003,United States,25,30,https://resizing.flixster.com/3Vw1YmyeASbOtBtzRZouUZFng5o=/206x305/v1.bTsxMTM3Mjg0OTtqOzE3MzY2OzEyMDA7NDgxODs2NDI0,https://rottentomatoes.com/m/leprechaun_back_2_tha_hood,3.9,,/content/images/leprechaun_back_2_tha_hood2003.png
1942,Lethal Dose,Simon De Selva,2003,United Kingdom,,25,https://resizing.flixster.com/5vzNhzH_KAVF82DRIflc6qCGaWM=/206x305/v1.bTsxMTIxNjQ3ODtqOzE3MzY0OzEyMDA7MTYwMDs5MDA,https://rottentomatoes.com/m/lethal_dose,4.2,,/content/images/lethal_dose2003.png
1943,Love Object,Robert Parigi,2003,United States,42,57,https://resizing.flixster.com/g_5SkU3zjfBRNFjfV9T9FKEcCX0=/206x305/v1.bTsxMTIxMDI1NjtqOzE3MzY0OzEyMDA7MTUwNDsyMDA1,https://rottentomatoes.com/m/1130198-love_object,6.4,doll,/content/images/love_object2003.png
1944,Malefic,Steve Sessions,2003,United States,,,https://resizing.flixster.com/TcKoeq22EG1URhouaXBnKmCJkwY=/206x305/v1.bTsxMTIzMzYyNztqOzE3MzY1OzEyMDA7MTQ5NzsyMTI3,https://rottentomatoes.com/m/malefic_2003,,,/content/images/malefic2003.png
1945,Mimic 3: Sentinel,J.T. Petty,2003,United States,60,15,https://resizing.flixster.com/6CRrpw6yUsOFSjt7c6-EeItZRZA=/206x305/v1.bTsxMTIwOTk5NTtqOzE3MzY0OzEyMDA7MTQ0MzsxOTI0,https://rottentomatoes.com/m/mimic_3_sentinel,4.4,,/content/images/mimic_3_sentinel2003.png
1946,Monster Man,Michael Davis,2003,United States,60,49,https://resizing.flixster.com/NnD6GmS0EDIUnFTiMIR6J2K3Wxg=/206x305/v1.bTsxMTQ1MzkxNTtqOzE3MzY3OzEyMDA7MTUyMTsyMDI4,https://rottentomatoes.com/m/monster_man,5.9,witchcraft,/content/images/monster_man2003.png
1947,Moon Child,Takahisa Zeze,2003,Japan,,,,,,,/content/images/moon_child2003.png
1948,Octane,Marcus Adams,2003,United Kingdom,,,https://resizing.flixster.com/Fdg30_ioQL-2fqjAMxzxboLOlqc=/206x305/v1.bTsxMjE2MDcyOTtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/high_octane_2,4.3,doll::vampire,/content/images/octane2003.png
1949,The Park,Andrew Lau,2003,Hong Kong,,,,,,,/content/images/the_park2003.png
1950,Puppet Master: The Legacy,Charles Band,2003,United States,,21,https://resizing.flixster.com/H5-DqPsTxzOx8_os-teGl1_l-Xc=/206x305/v1.bTsxMTYxOTA4MDtqOzE3MzY5OzEyMDA7NDUwOzYwMA,https://rottentomatoes.com/m/puppet_master_the_legacy,,,/content/images/puppet_master_the_legacy2003.png
1951,Red Riding Hood,,2003,,,,,,,,/content/images/red_riding_hood2003.png
1952,Red Rover,Marc S. Grenier,2003,United States,,18,https://resizing.flixster.com/TtNwvAn7Q8bhh9RvAI-nkCcMdTY=/206x305/v1.bTsxMTYxODgwMTtqOzE3MzY5OzEyMDA7MzA1OzQzOQ,https://rottentomatoes.com/m/red_rover,4.7,ghost,/content/images/red_rover2003.png
1953,Red Water,Charles Robert Carner,2003,United States,,19,https://resizing.flixster.com/gYYoA-sCBWfw3Gl6L_X4e5c4c5Q=/206x305/v1.bTsxMTIyMjk0MjtqOzE3MzY0OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/red_water,4.1,shark,/content/images/red_water2003.png
1954,Scarecrow Slayer,David Michael Latt,2003,United States,,25,https://resizing.flixster.com/YDrUyV3pAbDxyYdZ5fOFdmtw42w=/206x305/v1.bTsxMTYyMjQ3OTtqOzE3MzY5OzEyMDA7NjgwOzkyNw,https://rottentomatoes.com/m/scarecrow_slayer,2.4,,/content/images/scarecrow_slayer2003.png
1955,The Seekers,John Bowker,2003,United States,,,https://resizing.flixster.com/jnw3Q2VpA7rCZT_LHRP23K8oOmw=/206x305/v1.bTsxMTU0ODYwNTtqOzE3MzY4OzEyMDA7NTM2Ozc2Mw,https://rottentomatoes.com/m/seekers,,,/content/images/the_seekers2003.png
1956,Serial Slayer,Mark Tapio Kines,2003,United States,,,,,3.7,,/content/images/serial_slayer2003.png
1957,Shark Zone,Danny Lerner,2003,Bulgaria & United States,,17,https://resizing.flixster.com/9wujUSaeBSHlSPK6Bm-GhJnhYa4=/206x305/v1.bTsxMTIxNzQxODtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/shark_zone,2.6,shark,/content/images/shark_zone2003.png
1958,Speed Demon,David DeCoteau,2003,United States,,44,https://resizing.flixster.com/9-nJZqBIgRc3GKc1Xy53RCHXOFA=/206x305/v1.bTsxMTIxMzU0MjtqOzE3MzY0OzEyMDA7MTQ5MTsyMTMw,https://rottentomatoes.com/m/speed_demon,,,/content/images/speed_demon2003.png
1959,Strange Things Happen at Sundown,Marc Fratto,2003,United States,,54,https://resizing.flixster.com/-mH2yl3ndBeQT2JUrb0TXAyxMwQ=/206x305/v1.bTsxMTIxODM3MDtqOzE3MzY0OzEyMDA7MTUyMDsyMTIy,https://rottentomatoes.com/m/strange_things_happen_at_sundown,4.3,vampire::gore::zombie,/content/images/strange_things_happen_at_sundown2003.png
1960,A Tale of Two Sisters,Kim Jee-woon,2003,South Korea,85,83,https://resizing.flixster.com/HJ7jRdmsgzgcqaPYGQKj1326LZ4=/206x305/v1.bTsxMDg0MDc5NztqOzE3MzYwOzEyMDA7OTAwOzEyOTI,https://rottentomatoes.com/m/a_tale_of_two_sisters,7.3,ghost::doll::haunted house,/content/images/a_tale_of_two_sisters2003.png
1961,The Texas Chainsaw Massacre,Marcus Nispel,2003,United States,36,57,https://resizing.flixster.com/KHQv4GCcJvvRPY7TAio5zbyGxn0=/206x305/v1.bTsxMTI5MDkzOTtqOzE3MzY1OzEyMDA7MjQwMDszMjAw,https://rottentomatoes.com/m/texas_chainsaw_massacre,6.2,slasher::gore,/content/images/the_texas_chainsaw_massacre2003.png
1962,Threshold,Chuck Bowman,2003,United States,,16,https://resizing.flixster.com/QN9w1PgLgFxIWl3eKo4PvyZyTEc=/206x305/v1.bTsxMTI5OTA4NDtqOzE3MzY1OzEyMDA7MTM2OTsyMDUz,https://rottentomatoes.com/m/1186855-1186855-threshold,,,/content/images/threshold2003.png
1963,The Twins Effect,Dante Lam,2003,Hong Kong,,53,https://resizing.flixster.com/T2AiYdhmjWD8CmlHNoiIs_XfUx0=/206x305/v1.bTsxMjE4NjEzOTtqOzE3Mjg2OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/vampire_effect,5.6,vampire,/content/images/the_twins_effect2003.png
1964,Undead,"Michael Spierig, Peter Spierig",2003,Australia,32,44,https://resizing.flixster.com/l5Vm42yn0Ni_3YX1avt3nSnC6Y0=/206x305/v1.bTsxMTIxMzUwNDtqOzE3MzY0OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/undead_2003,,,/content/images/undead2003.png
1965,The Undertow,Jeremy Wallace,2003,United States,,0,https://resizing.flixster.com/AH2ElFT9E3Nw0tXnyjcfpEQrWFc=/206x305/v1.bTsxMTIxNzUyNDtqOzE3MzY0OzEyMDA7MTUyNzsyMTQ0,https://rottentomatoes.com/m/1125420-undertow,,,/content/images/the_undertow2003.png
1966,Underworld,Len Wiseman,2003,United States,31,79,https://resizing.flixster.com/Xv7-gHhlSEkNLNKJMRBbGw1WJNM=/206x305/v1.bTsxMTYxNDc3NztqOzE3MzY5OzEyMDA7NDMyOzU3Ng,https://rottentomatoes.com/m/underworld,,,/content/images/underworld2003.png
1967,The Uninvited,Lee Soo-yeon,2003,South Korea,,54,https://resizing.flixster.com/g-pnEtxljUySg8zBqV3OYw6f-W8=/206x305/v1.bTsxMjExMTMxNjtqOzE3Mjg1OzEyMDA7MjAwOzI4NQ,https://rottentomatoes.com/m/uninvited,,,/content/images/the_uninvited2003.png
1968,Vlad,Michael D. Sellers,2003,United States,,,,,,,/content/images/vlad2003.png
1969,Willard,Glen Morgan,2003,United States,64,50,https://resizing.flixster.com/cRZRTcOR0QxwUtG9M5FOMxAq6TQ=/206x305/v1.bTsxMTIwNzg4NTtqOzE3MzY0OzEyMDA7MjAzMTsyNzA4,https://rottentomatoes.com/m/willard,,,/content/images/willard2003.png
1970,Wrong Turn,Rob Schmidt,2003,United States,41,54,https://resizing.flixster.com/aW9KqtFnRLylV91d0EYcgvPPc1A=/206x305/v1.bTsxMTI5MTM0OTtqOzE3MzY1OzEyMDA7MTIyNzsxNjM2,https://rottentomatoes.com/m/wrong_turn,6.1,home invasion::doll::gore::slasher,/content/images/wrong_turn2003.png
1971,12 Days of Terror,Jack Sholder,2004,United States,,28,https://resizing.flixster.com/OJUXrDMWI-trJDPBjzDaIJIKXdY=/206x305/v1.bTsxMTI5NTI4NztqOzE3MzY1OzEyMDA7MTUzMDsyMDQw,https://rottentomatoes.com/m/12_days_of_terror,5.6,shark,/content/images/12_days_of_terror2004.png
1972,Ab-normal Beauty,Oxide Pang Chun,2004,Hong Kong,,,,,6.1,,/content/images/abnormal_beauty2004.png
1973,Adam and Evil,Andrew Van Slee,2004,United States,,23,https://resizing.flixster.com/XFO3nVkBufMBEMlyeOhwiT0yFEs=/206x305/v1.bTszNjQ3MzAxO2o7MTczNjc7MTIwMDsyMTA7MzAw,https://rottentomatoes.com/m/adam_and_evil,,,/content/images/adam_and_evil2004.png
1974,Alien vs. Predator,Paul W. S. Anderson,2004,United States,21,39,https://resizing.flixster.com/BWC0MhyA8du4wHI5VgsB0jp315g=/206x305/v1.bTsxMTIwNzQ1MTtqOzE3MzY0OzEyMDA7MjI1MDszMDAw,https://rottentomatoes.com/m/alien_vs_predator,5.6,alien::monster,/content/images/alien_vs_predator2004.png
1975,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,2004,United States,26,27,https://resizing.flixster.com/O67-MN3_5SF50ydLj5BWB_anBp4=/206x305/v1.bTsxMTIwNDQ1ODtqOzE3MzY0OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/anacondas_the_hunt_for_the_blood_orchid,4.6,snake::monster,/content/images/anacondas_the_hunt_for_the_blood_orchid2004.png
1976,Art of the Devil,Thanit Jitnukul,2004,,,37,https://resizing.flixster.com/g9fNTXFR6kcA3aGIuZDTtpV6bEU=/206x305/v1.bTsxMTI5OTY4MjtqOzE3MzY1OzEyMDA7MTUxNDsyMTQ3,https://rottentomatoes.com/m/art_of_the_devil,,,/content/images/art_of_the_devil2004.png
1977,Beyond the Wall of Sleep,"Thom Maurer, Barrett Klausman",2004,United States,,,,,,,/content/images/beyond_the_wall_of_sleep2004.png
1978,Blade: Trinity,David S. Goyer,2004,United States,25,59,https://resizing.flixster.com/uiCHv4uQnn6TUYYY-DeSNfo44Ss=/206x305/v1.bTsxMTE2OTYzODtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/blade_trinity,5.9,vampire::gore,/content/images/blade_trinity2004.png
1979,Blessed,Simon Fellows,2004,United States,,13,https://resizing.flixster.com/zdpqMTz5bvelhMCyD-oorHq75sA=/206x305/v1.bTsxMjIwMTg1ODtqOzE3Mjg2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1136480-blessed,,,/content/images/blessed2004.png
1980,Bloodsucking Redneck Vampires,Joe Sherlock,2004,United States,,,https://resizing.flixster.com/3ngHrOOwYWmIcyRGkEgFCrWdPOI=/206x305/v1.bTsxMTU0NzM0MDtqOzE3MzY4OzEyMDA7NTI4Ozc1MA,https://rottentomatoes.com/m/bloodsucking_redneck_vampires,3.8,vampire,/content/images/bloodsucking_redneck_vampires2004.png
1981,Bone Sickness,Brian Paulin,2004,United States,,39,https://resizing.flixster.com/6IUlR-V3c2kx57AsIBhZ05t0I8I=/206x305/v1.bTsxMTI5OTkzNztqOzE3MzY1OzEyMDA7MTUxODsyMTU0,https://rottentomatoes.com/m/bone_sickness,3.8,gore::zombie,/content/images/bone_sickness2004.png
1982,Boo,Anthony C. Ferrante,2004,United States,52,85,https://resizing.flixster.com/BpWh7mUc5VqW8REUqLY4Fig_Qc8=/206x305/v1.bTsxMTIwNzQyMTtqOzE3MzY0OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/notebook,,,/content/images/boo2004.png
1983,Bunshinsaba,Byeong-ki Ahn,2004,South Korea,,50,https://resizing.flixster.com/yUfbjNXerhkF6Myqhu1rSjdz3ms=/206x305/v1.bTs2NjA0MjUzO2o7MTczNTY7MTIwMDszODA7NTQz,https://rottentomatoes.com/m/ouija-board-bunshinsaba,5.8,ghost,/content/images/bunshinsaba2004.png
1984,Calvaire,Fabrice Du Welz,2004,Luxembourg & Belgium & France,,,,,6.2,,/content/images/calvaire2004.png
1985,Cemetery Gates,Roy Knyrim,2004,,,,,,,,/content/images/cemetery_gates2004.png
1986,Club Dread,Jay Chandrasekhar,2004,United States,29,43,https://resizing.flixster.com/OBMV8gFoaPYXyovCVuQZaWcetlw=/206x305/v1.bTsxMTIxMDM1NztqOzE3MzY0OzEyMDA7MTIzMzsxNjQ0,https://rottentomatoes.com/m/club_dread,5.6,slasher::gore,/content/images/club_dread2004.png
1987,Creep,Christopher Smith,2004,Germany & United Kingdom,,,,,,,/content/images/creep2004.png
1988,Cube Zero,Ernie Barbarash,2004,United States,,43,https://resizing.flixster.com/nCHipVvUbBS2KhJMHYF95wu_Xfc=/206x305/v1.bTsxMTI5MTIxOTtqOzE3MzY1OzEyMDA7ODc5OzExNzI,https://rottentomatoes.com/m/1139738-cube_zero,5.7,gore,/content/images/cube_zero2004.png
1989,The Curse of El Charro,Rich Ragsdale,2004,United States,,12,https://resizing.flixster.com/jUTZ2FgX_o5zsIi-HsltOYbzhpk=/206x305/v1.bTsxMTYyMDM5MTtqOzE3MzY5OzEyMDA7NDUwOzYwMA,https://rottentomatoes.com/m/the_curse_of_el_charro_2004,,,/content/images/the_curse_of_el_charro2004.png
1990,Curse of the Komodo,Jay Andrews,2004,United States,,23,https://resizing.flixster.com/WqrOKERfrwNrw64mH0YbRDI-NbY=/206x305/v1.bTsxMTIxODIxNjtqOzE3MzY0OzEyMDA7MTU0NTsyMDYw,https://rottentomatoes.com/m/curse_of_the_komodo,2.7,zombie,/content/images/curse_of_the_komodo2004.png
1991,Dawn of the Dead,Zack Snyder,2004,United States,75,77,https://resizing.flixster.com/JaiaIMigfGl9zWjyW6INlo4cAbQ=/206x305/v1.bTsxMTI5MjU4MTtqOzE3MzY1OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/dawn_of_the_dead,7.4,infection::zombie::gore,/content/images/dawn_of_the_dead2004.png
1992,Dead Birds,Alex Turner,2004,United States,50,40,https://resizing.flixster.com/H1BfRUzI2OIo9p-MQkIj43DFlzk=/206x305/v1.bTsxMTI5MTE4ODtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1140781-dead_birds,5.7,demon::doll::ghost::infection::gore,/content/images/dead_birds2004.png
1993,Dead &amp; Breakfast,Matthew Leutwyler,2004,United States,,,,,,,/content/images/dead_amp_breakfast2004.png
1994,Dead Meat,Conor McMahon,2004,Republic of Ireland,,37,https://resizing.flixster.com/25bqagdBD2EqF0rWykYF5hSnYw8=/206x305/v1.bTs2MzczNjE5O2o7MTczNTM7MTIwMDsxMTE7MTQ5,https://rottentomatoes.com/m/dead_meat,4.8,zombie::gore,/content/images/dead_meat2004.png
1995,DinoCroc,Kevin O'Neill,2004,United States,,,,,,,/content/images/dinocroc2004.png
1996,Dracula 3000,Darrell Roodt,2004,Germany & South Africa,,15,https://resizing.flixster.com/1NTQxRFJ4L5lVHESyqPu_MBSAuM=/206x305/v1.bTsxMTUzNDgxOTtqOzE3MzY4OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/dracula_3000,2.0,vampire,/content/images/dracula_30002004.png
1997,Evil Remains,James Merendino,2004,United States,,12,https://resizing.flixster.com/l-G8oAfZjLqcbLLBCUeaLHByZX0=/206x305/v1.bTsxMTIwODY1ODtqOzE3MzY0OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/evil_remains,4.1,,/content/images/evil_remains2004.png
1998,Exorcist: The Beginning,Renny Harlin,2004,United States,11,27,https://resizing.flixster.com/UTPh0elQB1ebATJhq3sVeDGKO2k=/206x305/v1.bTsxMTI5MDkzODtqOzE3MzY1OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/exorcist_the_beginning,5.1,demon::graveyard::gore::exorcism::based on novel,/content/images/exorcist_the_beginning2004.png
1999,The Eye 2,Oxide Pang Chun,2004,Hong Kong & Thailand,,53,https://resizing.flixster.com/ID9-VV7Hr6ZeL74dZ0_8adTiUqs=/206x305/v1.bTsxMTYxNDkyODtqOzE3MzY5OzEyMDA7MzM2OzUwMA,https://rottentomatoes.com/m/eye-2,5.7,ghost,/content/images/the_eye_22004.png
2000,Face,Yoo Sang-gon,2004,South Korea,,,,,,,/content/images/face2004.png
2001,The Family That Eats Soil,Khavn,2004,Philippines,,,https://resizing.flixster.com/BS-4uDSi3fY_6--76bAfoEYzlVQ=/206x305/v1.bTsxMjIzMzMxNDtqOzE3Mjg2OzEyMDA7MTUxODsyMTY0,https://rottentomatoes.com/m/the_family_that_eats_soil,,,/content/images/the_family_that_eats_soil2004.png
2002,Fear of Clowns,Kevin Kangas,2004,United States,,32,https://resizing.flixster.com/-AF1OH-4k4dVpJGK9AnamMFPNZ4=/206x305/v1.bTsxMTU0ODI0MjtqOzE3MzY4OzEyMDA7NDAwOzU2Nw,https://rottentomatoes.com/m/fear-of-clowns2004,3.2,,/content/images/fear_of_clowns2004.png
2003,Feng Shui,Chito Ro&ntilde;o,2004,Philippines,,,,,6.7,ghost,/content/images/feng_shui2004.png
2004,First Love,Matteo Garrone,2004,Italy,,,,,,,/content/images/first_love2004.png
